주요 품목 가격
1/15
품  목,단  위,등급,금일가격(A),전일가격(B),전년가격(C),전일 대비,전년 대비
2013.08.11,2013.08.10,2012.08.10,등 락,A/B(%),등 락,A/C(%)
찰옥수수,8키로,하,0,"7,635","6,707",,0,,0
사과 후지,15키로상자,특,0,"70,000","73,875",,0,,0
사과 후지,15키로상자,상,0,"54,056","61,961",,0,,0
사과 후지,15키로상자,중,0,"40,491","43,293",,0,,0
사과 후지,15키로상자,하,0,"31,125","32,059",,0,,0
사과 아오리,10키로상자,특,0,"40,921","25,625",,0,,0
사과 아오리,10키로상자,상,0,"28,864","22,133",,0,,0
사과 아오리,10키로상자,중,0,"18,377","17,739",,0,,0
사과 아오리,10키로상자,하,0,"12,362","13,800",,0,,0
사과 아오리,15키로상자,특,0,"57,044","59,056",,0,,0
사과 아오리,15키로상자,상,0,"41,539","44,802",,0,,0
사과 아오리,15키로상자,중,0,"27,815","36,926",,0,,0
사과 아오리,15키로상자,하,0,"17,567","24,937",,0,,0
사과 홍로,10키로상자,특,0,0,"19,000",,0,,0
배 신고,15키로상자,특,0,"51,806","42,500",,0,,0
배 신고,15키로상자,상,0,"32,329","36,347",,0,,0
배 신고,15키로상자,중,0,"15,606","27,255",,0,,0
서울시농수산식품공사,2013년08월11일 일 03시49분57초 오후
주요 품목 가격
12/15
품  목,단  위,등급,금일가격(A),전일가격(B),전년가격(C),전일 대비,전년 대비
2013.08.11,2013.08.10,2012.08.10,등 락,A/B(%),등 락,A/C(%)
배 신고,15키로상자,하,0,"6,155","18,027",,0,,0
배 원황,15키로상자,특,0,0,"45,448",,0,,0
배 원황,15키로상자,상,0,0,"38,827",,0,,0
배 원황,15키로상자,중,0,0,"31,158",,0,,0
배 원황,15키로상자,하,0,0,"25,060",,0,,0
복숭아 미백,4.5키로상자,특,0,"32,628","40,412",,0,,0
복숭아 미백,4.5키로상자,상,0,"24,177","30,066",,0,,0
복숭아 미백,4.5키로상자,중,0,"15,373","20,463",,0,,0
복숭아 미백,4.5키로상자,하,0,"9,210","12,681",,0,,0
복숭아 황도,4.5키로상자,특,0,"44,255","36,859",,0,,0
복숭아 황도,4.5키로상자,상,0,"24,685","28,207",,0,,0
복숭아 황도,4.5키로상자,중,0,"12,384","20,401",,0,,0
복숭아 황도,4.5키로상자,하,0,"8,776","12,926",,0,,0
복숭아 백도,10키로상자,특,0,"42,295","38,784",,0,,0
복숭아 백도,10키로상자,상,0,"35,318","33,824",,0,,0
복숭아 백도,10키로상자,중,0,"23,514","28,216",,0,,0
복숭아 백도,10키로상자,하,0,"13,889","17,783",,0,,0
복숭아 백도,4.5키로상자,특,0,"30,338","29,704",,0,,0
복숭아 백도,4.5키로상자,상,0,"19,965","21,892",,0,,0
복숭아 백도,4.5키로상자,중,0,"13,632","15,466",,0,,0
복숭아 백도,4.5키로상자,하,0,"8,808","11,438",,0,,0
복숭아 월미,4.5키로상자,특,0,"13,500","18,000",,0,,0
복숭아 월미,4.5키로상자,상,0,"13,006","16,153",,0,,0
복숭아 월미,4.5키로상자,중,0,"11,167","13,623",,0,,0
복숭아 월미,4.5키로상자,하,0,"9,448","11,172",,0,,0
복숭아 기도백도,4.5키로상자,특,0,"14,000",0,,0,,0
복숭아 기도백도,4.5키로상자,상,0,"13,000",0,,0,,0
복숭아 기도백도,4.5키로상자,중,0,"8,593",0,,0,,0
복숭아 기도백도,4.5키로상자,하,0,"5,417",0,,0,,0
복숭아 아부백도,4.5키로상자,특,0,0,"25,000",,0,,0
서울시농수산식품공사,2013년08월11일 일 03시49분57초 오후
주요 품목 가격
13/15
품  목,단  위,등급,금일가격(A),전일가격(B),전년가격(C),전일 대비,전년 대비
2013.08.11,2013.08.10,2012.08.10,등 락,A/B(%),등 락,A/C(%)
복숭아 아부백도,4.5키로상자,상,0,0,"21,854",,0,,0
복숭아 아부백도,4.5키로상자,중,0,0,"18,083",,0,,0
복숭아 아부백도,4.5키로상자,하,0,0,"12,781",,0,,0
복숭아 천중도백도,4.5키로상자,특,0,"39,161","34,643",,0,,0
복숭아 천중도백도,4.5키로상자,상,0,"32,630","25,937",,0,,0
복숭아 천중도백도,4.5키로상자,중,0,"20,142","17,608",,0,,0
복숭아 천중도백도,4.5키로상자,하,0,"10,940","12,403",,0,,0
포도 캠벨얼리,2키로상자,특,0,"10,321","11,469",,0,,0
포도 캠벨얼리,2키로상자,상,0,"8,155","8,013",,0,,0
포도 캠벨얼리,2키로상자,중,0,"6,385","6,404",,0,,0
포도 캠벨얼리,2키로상자,하,0,"4,607","4,176",,0,,0
포도 캠벨얼리,5키로상자,특,0,"33,929","25,045",,0,,0
포도 캠벨얼리,5키로상자,상,0,"15,652","14,818",,0,,0
포도 캠벨얼리,5키로상자,중,0,"11,570","10,497",,0,,0
포도 캠벨얼리,5키로상자,하,0,"8,770","8,147",,0,,0
포도 거봉,2키로상자,특,0,"13,206","12,895",,0,,0
포도 거봉,2키로상자,상,0,"10,526","10,851",,0,,0
포도 거봉,2키로상자,중,0,"8,638","9,465",,0,,0
포도 거봉,2키로상자,하,0,"6,329","8,414",,0,,0
포도 거봉,4키로상자,상,0,"19,466","20,757",,0,,0
포도 수입,8키로상자,상,0,"22,713",0,,0,,0
포도 수입,8키로상자,중,0,"21,714",0,,0,,0
감귤,3키로상자,상,0,0,"21,550",,0,,0
감귤,3키로상자,중,0,0,"16,865",,0,,0
감귤,3키로상자,하,0,0,"10,347",,0,,0
감귤,5키로상자,특,0,0,"27,000",,0,,0
감귤,5키로상자,상,0,0,"25,044",,0,,0
감귤,5키로상자,중,0,0,"16,510",,0,,0
감귤,5키로상자,하,0,0,"9,956",,0,,0
감귤,10키로상자,특,0,0,"50,000",,0,,0
서울시농수산식품공사,2013년08월11일 일 03시49분57초 오후
주요 품목 가격
14/15
품  목,단  위,등급,금일가격(A),전일가격(B),전년가격(C),전일 대비,전년 대비
2013.08.11,2013.08.10,2012.08.10,등 락,A/B(%),등 락,A/C(%)
감귤,10키로상자,상,0,0,"42,467",,0,,0
감귤,10키로상자,중,0,0,"28,511",,0,,0
감귤,10키로상자,하,0,0,"18,350",,0,,0
